family_Size,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,date of reservation,booking status
2,1,2,Meal Plan 1,0,Room_Type 1,309,Offline,5/13/2018,Not_Canceled
1,1,2,Meal Plan 1,0,Room_Type 1,14,Offline,11/18/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,55,Offline,12/31/2017,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,19,Offline,2/20/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,73,Offline,3/21/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,207,Offline,12/30/2018,Not_Canceled
1,2,2,Meal Plan 1,0,Room_Type 1,56,Offline,9/25/2017,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,14,Offline,5/27/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,1/19/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,10/16/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,56,Offline,9/17/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,1,Offline,10/25/2018,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,148,Offline,12/30/2017,Not_Canceled
2,2,5,Meal Plan 2,0,Room_Type 1,3,Offline,9/14/2017,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,9/24/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,87,Offline,5/26/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,162,Offline,9/17/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,120,Offline,9/28/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,81,Offline,3/25/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,73,Offline,3/24/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
1,1,2,Meal Plan 1,0,Room_Type 1,91,Offline,9/30/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,6,Offline,9/24/2017,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
1,2,1,Meal Plan 1,0,Room_Type 1,38,Offline,6/19/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,40,Offline,10/24/2018,Not_Canceled
2,3,5,Meal Plan 1,0,Room_Type 1,213,Offline,5/29/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 2,33,Offline,10/21/2017,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,14,Offline,10/15/2017,Not_Canceled
1,1,2,Meal Plan 1,0,Room_Type 1,135,Offline,9/14/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,73,Offline,11/24/2017,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,115,Offline,8/20/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,3,Offline,10/15/2017,Not_Canceled
2,0,1,Not Selected,0,Room_Type 1,44,Offline,5/19/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,6/14/2018,Not_Canceled
2,1,3,Meal Plan 2,0,Room_Type 1,119,Offline,10/24/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,59,Offline,10/15/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,3,Offline,10/15/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,10/13/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,148,Offline,12/30/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,146,Offline,12/29/2017,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,5,Offline,1/20/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,69,Offline,9/22/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,10/16/2017,Not_Canceled
2,0,1,Meal Plan 2,0,Room_Type 1,72,Offline,9/18/2017,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,1,Offline,1/22/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 4,33,Offline,10/28/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,9/24/2017,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,11/20/2017,Not_Canceled
2,1,0,Meal Plan 1,0,Room_Type 1,13,Offline,3/20/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,62,Offline,12/25/2018,Not_Canceled
2,0,3,Meal Plan 2,0,Room_Type 2,40,Offline,10/27/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,55,Offline,12/31/2017,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,31,Offline,12/28/2017,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 4,4,Offline,5/21/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 4,51,Offline,11/14/2017,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,2,Offline,10/13/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,151,Offline,1/19/2018,Not_Canceled
2,1,0,Meal Plan 1,0,Room_Type 1,34,Offline,10/18/2017,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,50,Offline,5/21/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,151,Offline,1/19/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,88,Offline,12/30/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,21,Offline,10/26/2017,Not_Canceled
2,0,1,Meal Plan 2,0,Room_Type 1,83,Offline,9/30/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
2,0,3,Meal Plan 2,0,Room_Type 2,40,Offline,10/27/2017,Not_Canceled
1,0,3,Meal Plan 2,0,Room_Type 1,36,Offline,10/13/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,0,Offline,8/14/2017,Not_Canceled
2,1,1,Meal Plan 2,0,Room_Type 1,4,Offline,5/21/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,2,Offline,4/17/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,6/14/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 4,0,Offline,10/21/2017,Not_Canceled
3,0,3,Meal Plan 1,0,Room_Type 1,48,Offline,3/29/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,6/14/2018,Not_Canceled
1,1,1,Meal Plan 1,0,Room_Type 1,0,Offline,10/19/2017,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,60,Offline,9/21/2017,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,58,Offline,1/27/2018,Not_Canceled
1,2,3,Meal Plan 1,0,Room_Type 1,269,Offline,12/29/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,346,Offline,9/13/2018,Not_Canceled
3,0,1,Meal Plan 1,0,Room_Type 1,47,Offline,11/22/2018,Not_Canceled
3,0,2,Meal Plan 1,0,Room_Type 5,48,Offline,9/14/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,2,Offline,11/24/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,124,Offline,7/23/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 4,1,Offline,9/22/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,6/14/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,14,Offline,10/15/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,36,Offline,10/20/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,2,Offline,10/13/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,216,Offline,8/30/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,45,Offline,2/18/2018,Not_Canceled
1,1,1,Meal Plan 2,0,Room_Type 1,301,Offline,7/30/2018,Not_Canceled
2,2,1,Meal Plan 2,0,Room_Type 1,145,Offline,8/29/2017,Not_Canceled
2,2,4,Meal Plan 1,0,Room_Type 4,45,Offline,11/13/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,39,Offline,12/27/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,30,Offline,9/30/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,10/13/2018,Not_Canceled
2,2,3,Not Selected,0,Room_Type 1,49,Offline,6/17/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,10/13/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,10/13/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,63,Offline,5/20/2018,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,60,Offline,9/21/2017,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,44,Offline,4/23/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,2/28/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,3,Offline,6/24/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,27,Offline,9/22/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,10/16/2017,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,11/20/2017,Not_Canceled
1,0,4,Meal Plan 1,0,Room_Type 1,14,Offline,5/18/2018,Not_Canceled
1,1,2,Meal Plan 1,0,Room_Type 1,10,Offline,10/14/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,53,Offline,10/14/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,32,Offline,9/17/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,30,Offline,9/30/2017,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,11/20/2017,Not_Canceled
1,2,3,Meal Plan 1,0,Room_Type 1,3,Offline,10/16/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,3,Offline,1/14/2018,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 4,55,Offline,11/18/2017,Not_Canceled
2,2,4,Meal Plan 1,0,Room_Type 1,29,Offline,12/30/2017,Not_Canceled
3,2,3,Meal Plan 1,0,Room_Type 4,23,Offline,10/18/2017,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,320,Offline,8/18/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,2,Offline,11/16/2018,Not_Canceled
2,0,1,Meal Plan 2,0,Room_Type 1,83,Offline,9/30/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,2/17/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,6/14/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,6/14/2018,Not_Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,150,Offline,3/19/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,49,Offline,11/14/2018,Not_Canceled
3,0,1,Meal Plan 1,0,Room_Type 1,55,Offline,3/31/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,335,Offline,10/13/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,49,Offline,10/25/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,335,Offline,10/13/2018,Not_Canceled
3,3,5,Meal Plan 1,1,Room_Type 1,122,Offline,8/21/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,34,Offline,6/28/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,49,Offline,3/18/2018,Not_Canceled
3,2,1,Meal Plan 1,0,Room_Type 1,39,Offline,3/13/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,2,Offline,11/24/2018,Not_Canceled
1,2,1,Meal Plan 1,0,Room_Type 1,54,Offline,3/19/2018,Not_Canceled
2,2,1,Meal Plan 2,0,Room_Type 1,138,Offline,8/22/2017,Not_Canceled
1,1,4,Meal Plan 2,0,Room_Type 4,17,Offline,3/14/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,44,Offline,9/18/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,14,Offline,10/15/2017,Not_Canceled
2,2,1,Not Selected,0,Room_Type 1,33,Offline,11/20/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,219,Offline,8/17/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,45,Offline,4/23/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,12/15/2018,Not_Canceled
3,0,4,Meal Plan 1,0,Room_Type 1,49,Offline,12/30/2017,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,19,Offline,2/15/2018,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,57,Offline,4/26/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,24,Offline,5/14/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,78,Offline,3/22/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 2,47,Offline,10/19/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,32,Offline,10/20/2017,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,9/24/2017,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,15,Offline,2/18/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,58,Offline,1/27/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,40,Offline,10/25/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,68,Offline,9/29/2017,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,37,Offline,10/29/2018,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,61,Offline,4/30/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,273,Offline,7/17/2017,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,135,Offline,9/14/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,11/20/2017,Not_Canceled
1,2,1,Meal Plan 2,0,Room_Type 1,122,Offline,3/27/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,10/16/2017,Not_Canceled
2,1,1,Not Selected,0,Room_Type 1,40,Offline,3/26/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,10,Offline,3/14/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,207,Offline,12/30/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,2/17/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,78,Offline,2/20/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,0,Offline,8/14/2017,Not_Canceled
1,1,4,Meal Plan 1,0,Room_Type 1,190,Offline,6/22/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,10/13/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,9/24/2017,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,212,Offline,5/20/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
3,2,5,Meal Plan 1,0,Room_Type 4,71,Offline,9/14/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,6/24/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,30,Offline,9/30/2017,Not_Canceled
2,2,1,Meal Plan 2,0,Room_Type 1,5,Offline,8/15/2017,Not_Canceled
3,0,2,Meal Plan 1,0,Room_Type 1,42,Offline,11/24/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,10/16/2017,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,145,Offline,5/18/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,10/16/2017,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,61,Offline,8/28/2018,Not_Canceled
1,2,1,Meal Plan 1,0,Room_Type 1,3,Offline,6/19/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,39,Offline,11/19/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,171,Offline,12/31/2018,Not_Canceled
2,2,1,Meal Plan 2,0,Room_Type 1,131,Offline,8/15/2017,Not_Canceled
2,2,4,Meal Plan 1,0,Room_Type 4,258,Offline,8/18/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,14,Offline,10/15/2017,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,146,Offline,7/13/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,69,Offline,9/22/2017,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,31,Offline,9/16/2018,Not_Canceled
1,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,2/28/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,6/14/2018,Not_Canceled
1,0,1,Meal Plan 2,0,Room_Type 1,4,Offline,9/30/2017,Not_Canceled
3,1,4,Meal Plan 1,0,Room_Type 1,7,Offline,2/15/2018,Not_Canceled
1,0,3,Meal Plan 2,0,Room_Type 1,36,Offline,10/13/2017,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,53,Offline,10/14/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,10/13/2018,Not_Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,144,Offline,7/16/2018,Not_Canceled
1,2,2,Meal Plan 1,0,Room_Type 1,56,Offline,9/25/2017,Not_Canceled
2,0,1,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
2,0,3,Meal Plan 2,0,Room_Type 1,13,Offline,4/26/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,29,Offline,10/27/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,141,Offline,8/25/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,54,Offline,10/29/2018,Not_Canceled
3,0,1,Meal Plan 2,0,Room_Type 1,24,Offline,12/20/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,78,Offline,5/19/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 4,0,Offline,12/29/2017,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,53,Offline,10/14/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,129,Offline,5/13/2018,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 4,64,Offline,10/19/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,56,Offline,9/17/2017,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,14,Offline,10/26/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,11,Offline,10/23/2017,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,6/24/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,28,Offline,10/29/2017,Not_Canceled
1,2,3,Meal Plan 1,0,Room_Type 1,115,Offline,2/27/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,14,Offline,2/19/2018,Not_Canceled
2,2,1,Meal Plan 2,0,Room_Type 1,131,Offline,8/15/2017,Not_Canceled
2,0,2,Not Selected,0,Room_Type 1,18,Offline,3/25/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,6/24/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,6,Offline,11/23/2018,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,61,Offline,10/26/2017,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,19,Offline,2/21/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,28,Offline,12/30/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,214,Offline,9/23/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,143,Offline,8/25/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,193,Offline,7/31/2018,Not_Canceled
2,0,5,Meal Plan 1,0,Room_Type 1,140,Offline,12/29/2017,Not_Canceled
2,0,4,Meal Plan 2,0,Room_Type 1,63,Offline,11/23/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,2/17/2018,Not_Canceled
3,1,2,Meal Plan 1,0,Room_Type 1,91,Offline,9/30/2018,Not_Canceled
1,2,0,Meal Plan 2,0,Room_Type 1,386,Offline,10/23/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,7,Offline,12/29/2017,Not_Canceled
3,1,2,Meal Plan 1,0,Room_Type 1,102,Offline,5/13/2018,Not_Canceled
1,0,3,Meal Plan 2,0,Room_Type 1,34,Offline,9/23/2017,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,154,Offline,8/26/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,31,Offline,3/13/2018,Not_Canceled
1,1,0,Meal Plan 1,0,Room_Type 1,35,Offline,9/26/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,6/14/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,0,Offline,8/14/2017,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,336,Offline,9/21/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,0,Offline,2/26/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
2,1,0,Meal Plan 1,0,Room_Type 4,47,Offline,3/21/2018,Not_Canceled
3,0,3,Meal Plan 1,0,Room_Type 1,50,Offline,12/31/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,17,Offline,10/16/2017,Not_Canceled
2,0,3,Meal Plan 2,0,Room_Type 1,11,Offline,5/24/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,10/13/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,0,Offline,10/15/2018,Not_Canceled
2,1,3,Not Selected,0,Room_Type 1,2,Offline,6/16/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,4,Offline,12/16/2018,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,61,Offline,10/26/2017,Not_Canceled
3,2,1,Meal Plan 2,0,Room_Type 1,3,Offline,8/22/2017,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,63,Offline,1/19/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,41,Offline,12/27/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,265,Offline,6/24/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,41,Offline,12/27/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,269,Offline,12/29/2018,Not_Canceled
2,2,6,Meal Plan 1,0,Room_Type 1,336,Offline,9/21/2018,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,148,Offline,12/30/2017,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,19,Offline,12/26/2017,Not_Canceled
2,0,4,Meal Plan 2,0,Room_Type 1,100,Offline,9/28/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,309,Offline,5/13/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,1/19/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,2/17/2018,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,270,Offline,4/20/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,0,Offline,8/14/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,82,Offline,5/17/2018,Not_Canceled
1,1,5,Meal Plan 1,0,Room_Type 1,21,Offline,11/21/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,6,Offline,5/17/2018,Not_Canceled
1,1,1,Meal Plan 1,0,Room_Type 1,18,Offline,10/26/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,5,Offline,1/13/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,72,Offline,11/24/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,6/14/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,276,Offline,9/22/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,359,Offline,10/14/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,73,Offline,11/24/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,9/24/2017,Not_Canceled
1,1,0,Meal Plan 1,0,Room_Type 1,6,Offline,2/22/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,111,Offline,3/27/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,92,Offline,11/26/2017,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,273,Offline,7/17/2017,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,286,Offline,9/16/2018,Not_Canceled
